المواطنة,المؤشر,الدولة,الجنس,Year,Value,Source,المرحلة التعليمية,القطاع
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2012,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2018,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2018,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2018,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2019,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2019,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2020,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2020,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2021,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2021,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2022,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2022,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2022,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2023,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2023,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2023,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2023,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2023,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2023,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2023,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2024,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2024,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2024,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2024,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2024,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2024,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,ذكور,2024,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال, إناث,2024,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15 سنة وما فوق (نسبة مئوية),الصومال,كلا الجنسين,2024,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2010,7,f,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2010,7,f,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2010,7,f,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2010,7,f,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2010,7,f,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2010,7,f,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2010,7,f,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2010,7,f,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2010,7,f,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2011,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2011,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2011,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2011,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2011,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2011,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2011,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2011,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2011,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2012,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2012,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2012,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2012,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2012,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2013,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2013,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2013,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2014,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2014,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2014,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2015,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2015,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2016,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2016,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2017,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2017,,,,
غير مواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال, إناث,2018,,,,
مجموع المواطنين وغير المواطنين,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مواطنون,معدل معرفة القراءة والكتابة للفئة العمرية 15-24 سنة (نسبة مئوية),الصومال,ذكور,2018,,,,
